"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","SOCEXP","PUB","PC_GDP","A","2017",18.022,
"CAN","SOCEXP","PUB","PC_GDP","A","2018",17.985,
"CZE","SOCEXP","PUB","PC_GDP","A","2011",19.619,
"CZE","SOCEXP","PUB","PC_GDP","A","2012",19.827,
"CZE","SOCEXP","PUB","PC_GDP","A","2013",20.677,
"CZE","SOCEXP","PUB","PC_GDP","A","2014",20.07,
"CZE","SOCEXP","PUB","PC_GDP","A","2015",19.273,
"CZE","SOCEXP","PUB","PC_GDP","A","2016",18.888,
"CZE","SOCEXP","PUB","PC_GDP","A","2017",18.547,
"CZE","SOCEXP","PUB","PC_GDP","A","2018",18.759,
"CZE","SOCEXP","PUB","PC_GDP","A","2019",19.159,
"DNK","SOCEXP","PUB","PC_GDP","A","2011",29.776,
"DNK","SOCEXP","PUB","PC_GDP","A","2012",29.927,
"DNK","SOCEXP","PUB","PC_GDP","A","2013",29.892,
"DNK","SOCEXP","PUB","PC_GDP","A","2014",29.877,
"DNK","SOCEXP","PUB","PC_GDP","A","2015",29.869,
"DNK","SOCEXP","PUB","PC_GDP","A","2016",29.31,
"DNK","SOCEXP","PUB","PC_GDP","A","2017",29.164,
"DNK","SOCEXP","PUB","PC_GDP","A","2018",28.684,
"DNK","SOCEXP","PUB","PC_GDP","A","2019",28.299,
"FIN","SOCEXP","PUB","PC_GDP","A","2011",27.024,
"FIN","SOCEXP","PUB","PC_GDP","A","2012",28.285,
"FIN","SOCEXP","PUB","PC_GDP","A","2013",29.398,
"FIN","SOCEXP","PUB","PC_GDP","A","2014",30.121,
"FIN","SOCEXP","PUB","PC_GDP","A","2015",30.506,
"FIN","SOCEXP","PUB","PC_GDP","A","2016",30.449,
"FIN","SOCEXP","PUB","PC_GDP","A","2017",29.626,
"FIN","SOCEXP","PUB","PC_GDP","A","2018",29.275,
"FIN","SOCEXP","PUB","PC_GDP","A","2019",29.132,
"FRA","SOCEXP","PUB","PC_GDP","A","2011",30.776,
"FRA","SOCEXP","PUB","PC_GDP","A","2012",31.211,
"FRA","SOCEXP","PUB","PC_GDP","A","2013",31.705,
"FRA","SOCEXP","PUB","PC_GDP","A","2014",32.027,
"FRA","SOCEXP","PUB","PC_GDP","A","2015",31.791,
"FRA","SOCEXP","PUB","PC_GDP","A","2016",31.847,
"FRA","SOCEXP","PUB","PC_GDP","A","2017",31.5,
"FRA","SOCEXP","PUB","PC_GDP","A","2018",31.077,
"FRA","SOCEXP","PUB","PC_GDP","A","2019",30.987,
"DEU","SOCEXP","PUB","PC_GDP","A","2011",24.745,
"DEU","SOCEXP","PUB","PC_GDP","A","2012",24.652,
"DEU","SOCEXP","PUB","PC_GDP","A","2013",24.834,
"DEU","SOCEXP","PUB","PC_GDP","A","2014",24.773,
"DEU","SOCEXP","PUB","PC_GDP","A","2015",24.997,
"DEU","SOCEXP","PUB","PC_GDP","A","2016",25.254,
"DEU","SOCEXP","PUB","PC_GDP","A","2017",25.37,
"DEU","SOCEXP","PUB","PC_GDP","A","2018",25.342,
"DEU","SOCEXP","PUB","PC_GDP","A","2019",25.881,
"GRC","SOCEXP","PUB","PC_GDP","A","2011",25.988,
"GRC","SOCEXP","PUB","PC_GDP","A","2012",27.021,
"GRC","SOCEXP","PUB","PC_GDP","A","2013",25.249,
"GRC","SOCEXP","PUB","PC_GDP","A","2014",25.309,
"GRC","SOCEXP","PUB","PC_GDP","A","2015",25.382,
"GRC","SOCEXP","PUB","PC_GDP","A","2016",25.58,
"GRC","SOCEXP","PUB","PC_GDP","A","2017",24.658,
"GRC","SOCEXP","PUB","PC_GDP","A","2018",24.13,
"GRC","SOCEXP","PUB","PC_GDP","A","2019",24.021,
"HUN","SOCEXP","PUB","PC_GDP","A","2011",22.305,
"HUN","SOCEXP","PUB","PC_GDP","A","2012",22.604,
"HUN","SOCEXP","PUB","PC_GDP","A","2013",22.224,
"HUN","SOCEXP","PUB","PC_GDP","A","2014",21.46,
"HUN","SOCEXP","PUB","PC_GDP","A","2015",20.439,
"HUN","SOCEXP","PUB","PC_GDP","A","2016",20.296,
"HUN","SOCEXP","PUB","PC_GDP","A","2017",19.677,
"HUN","SOCEXP","PUB","PC_GDP","A","2018",18.81,
"HUN","SOCEXP","PUB","PC_GDP","A","2019",18.098,
"ISL","SOCEXP","PUB","PC_GDP","A","2011",16.549,
"ISL","SOCEXP","PUB","PC_GDP","A","2012",16.179,
"ISL","SOCEXP","PUB","PC_GDP","A","2013",15.714,
"ISL","SOCEXP","PUB","PC_GDP","A","2014",15.915,
"ISL","SOCEXP","PUB","PC_GDP","A","2015",15.083,
"ISL","SOCEXP","PUB","PC_GDP","A","2016",14.952,
"ISL","SOCEXP","PUB","PC_GDP","A","2017",16.012,
"ISL","SOCEXP","PUB","PC_GDP","A","2018",16.433,
"ISL","SOCEXP","PUB","PC_GDP","A","2019",17.406,
"IRL","SOCEXP","PUB","PC_GDP","A","2011",22.959,
"IRL","SOCEXP","PUB","PC_GDP","A","2012",22.566,
"IRL","SOCEXP","PUB","PC_GDP","A","2013",21.454,
"IRL","SOCEXP","PUB","PC_GDP","A","2014",19.647,
"IRL","SOCEXP","PUB","PC_GDP","A","2015",14.874,
"IRL","SOCEXP","PUB","PC_GDP","A","2016",15.069,
"IRL","SOCEXP","PUB","PC_GDP","A","2017",14.224,
"IRL","SOCEXP","PUB","PC_GDP","A","2018",13.59,
"IRL","SOCEXP","PUB","PC_GDP","A","2019",13.363,
"ITA","SOCEXP","PUB","PC_GDP","A","2011",26.614,
"ITA","SOCEXP","PUB","PC_GDP","A","2012",27.288,
"ITA","SOCEXP","PUB","PC_GDP","A","2013",27.894,
"ITA","SOCEXP","PUB","PC_GDP","A","2014",28.157,
"ITA","SOCEXP","PUB","PC_GDP","A","2015",28.333,
"ITA","SOCEXP","PUB","PC_GDP","A","2016",27.907,
"ITA","SOCEXP","PUB","PC_GDP","A","2017",27.645,
"ITA","SOCEXP","PUB","PC_GDP","A","2018",27.768,
"ITA","SOCEXP","PUB","PC_GDP","A","2019",28.195,
"JPN","SOCEXP","PUB","PC_GDP","A","2011",22.196,
"JPN","SOCEXP","PUB","PC_GDP","A","2012",22.135,
"JPN","SOCEXP","PUB","PC_GDP","A","2013",22.064,
"JPN","SOCEXP","PUB","PC_GDP","A","2014",21.831,
"JPN","SOCEXP","PUB","PC_GDP","A","2015",22.231,
"JPN","SOCEXP","PUB","PC_GDP","A","2016",22.284,
"JPN","SOCEXP","PUB","PC_GDP","A","2017",22.324,
"KOR","SOCEXP","PUB","PC_GDP","A","2011",7.814,
"KOR","SOCEXP","PUB","PC_GDP","A","2012",8.329,
"KOR","SOCEXP","PUB","PC_GDP","A","2013",8.825,
"KOR","SOCEXP","PUB","PC_GDP","A","2014",9.19,
"KOR","SOCEXP","PUB","PC_GDP","A","2015",9.636,
"KOR","SOCEXP","PUB","PC_GDP","A","2016",9.87,
"KOR","SOCEXP","PUB","PC_GDP","A","2017",10.107,
"KOR","SOCEXP","PUB","PC_GDP","A","2018",10.836,
"KOR","SOCEXP","PUB","PC_GDP","A","2019",12.2,
"LUX","SOCEXP","PUB","PC_GDP","A","2011",21.19,
"LUX","SOCEXP","PUB","PC_GDP","A","2012",22.067,
"LUX","SOCEXP","PUB","PC_GDP","A","2013",22.267,
"LUX","SOCEXP","PUB","PC_GDP","A","2014",21.852,
"LUX","SOCEXP","PUB","PC_GDP","A","2015",21.62,
"LUX","SOCEXP","PUB","PC_GDP","A","2016",21.02,
"LUX","SOCEXP","PUB","PC_GDP","A","2017",21.505,
"LUX","SOCEXP","PUB","PC_GDP","A","2018",21.46,
"LUX","SOCEXP","PUB","PC_GDP","A","2019",21.637,
"MEX","SOCEXP","PUB","PC_GDP","A","2011",7.222,
"MEX","SOCEXP","PUB","PC_GDP","A","2012",7.235,
"MEX","SOCEXP","PUB","PC_GDP","A","2013",7.566,
"MEX","SOCEXP","PUB","PC_GDP","A","2014",7.566,
"MEX","SOCEXP","PUB","PC_GDP","A","2015",7.676,
"MEX","SOCEXP","PUB","PC_GDP","A","2016",7.501,
"MEX","SOCEXP","PUB","PC_GDP","A","2017",7.496,
"MEX","SOCEXP","PUB","PC_GDP","A","2018",7.237,
"MEX","SOCEXP","PUB","PC_GDP","A","2019",7.481,
"NLD","SOCEXP","PUB","PC_GDP","A","2011",17.54,
"NLD","SOCEXP","PUB","PC_GDP","A","2012",17.926,
"NLD","SOCEXP","PUB","PC_GDP","A","2013",18.134,
"NLD","SOCEXP","PUB","PC_GDP","A","2014",17.932,
"NLD","SOCEXP","PUB","PC_GDP","A","2015",17.598,
"NLD","SOCEXP","PUB","PC_GDP","A","2016",17.473,
"NLD","SOCEXP","PUB","PC_GDP","A","2017",16.609,
"NLD","SOCEXP","PUB","PC_GDP","A","2018",16.221,
"NLD","SOCEXP","PUB","PC_GDP","A","2019",16.08,
"NZL","SOCEXP","PUB","PC_GDP","A","2011",20.241,
"NZL","SOCEXP","PUB","PC_GDP","A","2012",20.401,
"NZL","SOCEXP","PUB","PC_GDP","A","2013",19.718,
"NZL","SOCEXP","PUB","PC_GDP","A","2014",19.748,
"NZL","SOCEXP","PUB","PC_GDP","A","2015",19.36,
"NZL","SOCEXP","PUB","PC_GDP","A","2016",19.04,
"NZL","SOCEXP","PUB","PC_GDP","A","2017",18.555,
"NZL","SOCEXP","PUB","PC_GDP","A","2018",19.389,
"NOR","SOCEXP","PUB","PC_GDP","A","2011",21.58,
"NOR","SOCEXP","PUB","PC_GDP","A","2012",21.504,
"NOR","SOCEXP","PUB","PC_GDP","A","2013",21.969,
"NOR","SOCEXP","PUB","PC_GDP","A","2014",22.909,
"NOR","SOCEXP","PUB","PC_GDP","A","2015",24.788,
"NOR","SOCEXP","PUB","PC_GDP","A","2016",26.027,
"NOR","SOCEXP","PUB","PC_GDP","A","2017",25.212,
"NOR","SOCEXP","PUB","PC_GDP","A","2018",24.38,
"NOR","SOCEXP","PUB","PC_GDP","A","2019",25.316,
"POL","SOCEXP","PUB","PC_GDP","A","2011",19.556,
"POL","SOCEXP","PUB","PC_GDP","A","2012",19.78,
"POL","SOCEXP","PUB","PC_GDP","A","2013",20.476,
"POL","SOCEXP","PUB","PC_GDP","A","2014",20.176,
"POL","SOCEXP","PUB","PC_GDP","A","2015",20.23,
"POL","SOCEXP","PUB","PC_GDP","A","2016",21.217,
"POL","SOCEXP","PUB","PC_GDP","A","2017",20.8,
"POL","SOCEXP","PUB","PC_GDP","A","2018",20.601,
"POL","SOCEXP","PUB","PC_GDP","A","2019",21.336,
"PRT","SOCEXP","PUB","PC_GDP","A","2011",24.402,
"PRT","SOCEXP","PUB","PC_GDP","A","2012",24.544,
"PRT","SOCEXP","PUB","PC_GDP","A","2013",25.543,
"PRT","SOCEXP","PUB","PC_GDP","A","2014",25.076,
"PRT","SOCEXP","PUB","PC_GDP","A","2015",24.049,
"PRT","SOCEXP","PUB","PC_GDP","A","2016",23.375,
"PRT","SOCEXP","PUB","PC_GDP","A","2017",22.662,
"PRT","SOCEXP","PUB","PC_GDP","A","2018",22.521,
"PRT","SOCEXP","PUB","PC_GDP","A","2019",22.606,
"SVK","SOCEXP","PUB","PC_GDP","A","2011",17.137,
"SVK","SOCEXP","PUB","PC_GDP","A","2012",17.244,
"SVK","SOCEXP","PUB","PC_GDP","A","2013",17.576,
"SVK","SOCEXP","PUB","PC_GDP","A","2014",17.654,
"SVK","SOCEXP","PUB","PC_GDP","A","2015",17.228,
"SVK","SOCEXP","PUB","PC_GDP","A","2016",17.566,
"SVK","SOCEXP","PUB","PC_GDP","A","2017",17.453,
"SVK","SOCEXP","PUB","PC_GDP","A","2018",17.168,
"SVK","SOCEXP","PUB","PC_GDP","A","2019",17.67,
"ESP","SOCEXP","PUB","PC_GDP","A","2011",25.534,
"ESP","SOCEXP","PUB","PC_GDP","A","2012",25.545,
"ESP","SOCEXP","PUB","PC_GDP","A","2013",25.698,
"ESP","SOCEXP","PUB","PC_GDP","A","2014",25.367,
"ESP","SOCEXP","PUB","PC_GDP","A","2015",24.702,
"ESP","SOCEXP","PUB","PC_GDP","A","2016",24.236,
"ESP","SOCEXP","PUB","PC_GDP","A","2017",23.943,
"ESP","SOCEXP","PUB","PC_GDP","A","2018",24.17,
"ESP","SOCEXP","PUB","PC_GDP","A","2019",24.669,
"SWE","SOCEXP","PUB","PC_GDP","A","2011",25.321,
"SWE","SOCEXP","PUB","PC_GDP","A","2012",26.33,
"SWE","SOCEXP","PUB","PC_GDP","A","2013",27.003,
"SWE","SOCEXP","PUB","PC_GDP","A","2014",26.638,
"SWE","SOCEXP","PUB","PC_GDP","A","2015",26.173,
"SWE","SOCEXP","PUB","PC_GDP","A","2016",26.59,
"SWE","SOCEXP","PUB","PC_GDP","A","2017",26.047,
"SWE","SOCEXP","PUB","PC_GDP","A","2018",25.79,
"SWE","SOCEXP","PUB","PC_GDP","A","2019",25.452,
"CHE","SOCEXP","PUB","PC_GDP","A","2011",15.648,
"CHE","SOCEXP","PUB","PC_GDP","A","2012",15.934,
"CHE","SOCEXP","PUB","PC_GDP","A","2013",16.222,
"CHE","SOCEXP","PUB","PC_GDP","A","2014",16.133,
"CHE","SOCEXP","PUB","PC_GDP","A","2015",16.608,
"CHE","SOCEXP","PUB","PC_GDP","A","2016",16.824,
"CHE","SOCEXP","PUB","PC_GDP","A","2017",17.028,
"CHE","SOCEXP","PUB","PC_GDP","A","2018",16.654,
"TUR","SOCEXP","PUB","PC_GDP","A","2011",11.858,
"TUR","SOCEXP","PUB","PC_GDP","A","2012",12.004,
"TUR","SOCEXP","PUB","PC_GDP","A","2013",11.804,
"TUR","SOCEXP","PUB","PC_GDP","A","2014",11.696,
"TUR","SOCEXP","PUB","PC_GDP","A","2015",11.572,
"TUR","SOCEXP","PUB","PC_GDP","A","2016",12.642,
"TUR","SOCEXP","PUB","PC_GDP","A","2017",12.105,
"TUR","SOCEXP","PUB","PC_GDP","A","2018",12.201,
"TUR","SOCEXP","PUB","PC_GDP","A","2019",11.991,
"GBR","SOCEXP","PUB","PC_GDP","A","2011",23.09,
"GBR","SOCEXP","PUB","PC_GDP","A","2012",23.194,
"GBR","SOCEXP","PUB","PC_GDP","A","2013",22.37,
"GBR","SOCEXP","PUB","PC_GDP","A","2014",21.864,
"GBR","SOCEXP","PUB","PC_GDP","A","2015",21.509,
"GBR","SOCEXP","PUB","PC_GDP","A","2016",20.845,
"GBR","SOCEXP","PUB","PC_GDP","A","2017",20.473,
"GBR","SOCEXP","PUB","PC_GDP","A","2018",20.291,
"GBR","SOCEXP","PUB","PC_GDP","A","2019",20.616,
"USA","SOCEXP","PUB","PC_GDP","A","2011",18.801,
"USA","SOCEXP","PUB","PC_GDP","A","2012",18.533,
"USA","SOCEXP","PUB","PC_GDP","A","2013",18.484,
"USA","SOCEXP","PUB","PC_GDP","A","2014",18.47,
"USA","SOCEXP","PUB","PC_GDP","A","2015",18.539,
"USA","SOCEXP","PUB","PC_GDP","A","2016",18.646,
"USA","SOCEXP","PUB","PC_GDP","A","2017",18.439,
"USA","SOCEXP","PUB","PC_GDP","A","2018",18.19,
"USA","SOCEXP","PUB","PC_GDP","A","2019",18.71,
"CHL","SOCEXP","PUB","PC_GDP","A","2011",10.112,
"CHL","SOCEXP","PUB","PC_GDP","A","2012",10.21,
"CHL","SOCEXP","PUB","PC_GDP","A","2013",10.117,
"CHL","SOCEXP","PUB","PC_GDP","A","2014",10.385,
"CHL","SOCEXP","PUB","PC_GDP","A","2015",10.899,
"CHL","SOCEXP","PUB","PC_GDP","A","2016",11.139,
"CHL","SOCEXP","PUB","PC_GDP","A","2017",11.45,
"CHL","SOCEXP","PUB","PC_GDP","A","2018",11.348,
"CHL","SOCEXP","PUB","PC_GDP","A","2019",11.397,
"EST","SOCEXP","PUB","PC_GDP","A","2011",16.038,
"EST","SOCEXP","PUB","PC_GDP","A","2012",15.636,
"EST","SOCEXP","PUB","PC_GDP","A","2013",15.575,
"EST","SOCEXP","PUB","PC_GDP","A","2014",15.949,
"EST","SOCEXP","PUB","PC_GDP","A","2015",17.154,
"EST","SOCEXP","PUB","PC_GDP","A","2016",17.505,
"EST","SOCEXP","PUB","PC_GDP","A","2017",17.242,
"EST","SOCEXP","PUB","PC_GDP","A","2018",17.511,
"EST","SOCEXP","PUB","PC_GDP","A","2019",17.688,
"ISR","SOCEXP","PUB","PC_GDP","A","2011",15.236,
"ISR","SOCEXP","PUB","PC_GDP","A","2012",15.525,
"ISR","SOCEXP","PUB","PC_GDP","A","2013",15.482,
"ISR","SOCEXP","PUB","PC_GDP","A","2014",15.429,
"ISR","SOCEXP","PUB","PC_GDP","A","2015",15.411,
"ISR","SOCEXP","PUB","PC_GDP","A","2016",15.398,
"ISR","SOCEXP","PUB","PC_GDP","A","2017",16.241,
"ISR","SOCEXP","PUB","PC_GDP","A","2018",16.269,
"ISR","SOCEXP","PUB","PC_GDP","A","2019",16.292,
"SVN","SOCEXP","PUB","PC_GDP","A","2011",23.441,
"SVN","SOCEXP","PUB","PC_GDP","A","2012",23.473,
"SVN","SOCEXP","PUB","PC_GDP","A","2013",23.802,
"SVN","SOCEXP","PUB","PC_GDP","A","2014",23.094,
"SVN","SOCEXP","PUB","PC_GDP","A","2015",22.651,
"SVN","SOCEXP","PUB","PC_GDP","A","2016",22.291,
"SVN","SOCEXP","PUB","PC_GDP","A","2017",21.497,
"SVN","SOCEXP","PUB","PC_GDP","A","2018",21.018,
"SVN","SOCEXP","PUB","PC_GDP","A","2019",21.112,
"OECD","SOCEXP","PUB","PC_GDP","A","2011",20.162,
"OECD","SOCEXP","PUB","PC_GDP","A","2012",20.308,
"OECD","SOCEXP","PUB","PC_GDP","A","2013",20.392,
"OECD","SOCEXP","PUB","PC_GDP","A","2014",20.327,
"OECD","SOCEXP","PUB","PC_GDP","A","2015",20.234,
"OECD","SOCEXP","PUB","PC_GDP","A","2016",20.207,
"OECD","SOCEXP","PUB","PC_GDP","A","2017",19.938,
"OECD","SOCEXP","PUB","PC_GDP","A","2018",19.809,
"OECD","SOCEXP","PUB","PC_GDP","A","2019",20.031,
"LVA","SOCEXP","PUB","PC_GDP","A","2011",16.579,
"LVA","SOCEXP","PUB","PC_GDP","A","2012",15.359,
"LVA","SOCEXP","PUB","PC_GDP","A","2013",15.529,
"LVA","SOCEXP","PUB","PC_GDP","A","2014",15.354,
"LVA","SOCEXP","PUB","PC_GDP","A","2015",15.767,
"LVA","SOCEXP","PUB","PC_GDP","A","2016",16.14,
"LVA","SOCEXP","PUB","PC_GDP","A","2017",15.907,
"LVA","SOCEXP","PUB","PC_GDP","A","2018",15.847,
"LVA","SOCEXP","PUB","PC_GDP","A","2019",16.436,
"LTU","SOCEXP","PUB","PC_GDP","A","2011",17.419,
"LTU","SOCEXP","PUB","PC_GDP","A","2012",16.503,
"LTU","SOCEXP","PUB","PC_GDP","A","2013",15.491,
"LTU","SOCEXP","PUB","PC_GDP","A","2014",15.629,
"LTU","SOCEXP","PUB","PC_GDP","A","2015",15.939,
"LTU","SOCEXP","PUB","PC_GDP","A","2016",15.59,
"LTU","SOCEXP","PUB","PC_GDP","A","2017",15.333,
"LTU","SOCEXP","PUB","PC_GDP","A","2018",16.205,
"LTU","SOCEXP","PUB","PC_GDP","A","2019",16.698,
"COL","SOCEXP","PUB","PC_GDP","A","2011",12.677,
"COL","SOCEXP","PUB","PC_GDP","A","2012",12.62,
"COL","SOCEXP","PUB","PC_GDP","A","2013",13.608,
"COL","SOCEXP","PUB","PC_GDP","A","2014",13.903,
"COL","SOCEXP","PUB","PC_GDP","A","2015",14.164,
"COL","SOCEXP","PUB","PC_GDP","A","2016",13.576,
"COL","SOCEXP","PUB","PC_GDP","A","2017",13.315,
"COL","SOCEXP","PUB","PC_GDP","A","2018",13.076,
"CRI","SOCEXP","PUB","PC_GDP","A","2011",12.125,
"CRI","SOCEXP","PUB","PC_GDP","A","2012",11.863,
"CRI","SOCEXP","PUB","PC_GDP","A","2013",12.368,
"CRI","SOCEXP","PUB","PC_GDP","A","2014",12.207,
"CRI","SOCEXP","PUB","PC_GDP","A","2015",12.532,
"CRI","SOCEXP","PUB","PC_GDP","A","2016",12.214,
"CRI","SOCEXP","PUB","PC_GDP","A","2017",11.94,
"CRI","SOCEXP","PUB","PC_GDP","A","2018",12.229,
