"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","WKGPOP","TOT","PC_POP","A","2012",64.0609334147037,
"FRA","WKGPOP","TOT","PC_POP","A","2013",63.6427936301106,
"FRA","WKGPOP","TOT","PC_POP","A","2014",63.2100079377855,
"FRA","WKGPOP","TOT","PC_POP","A","2015",62.861157738062,
"FRA","WKGPOP","TOT","PC_POP","A","2016",62.5623946942746,
"FRA","WKGPOP","TOT","PC_POP","A","2017",62.2957618397916,
"FRA","WKGPOP","TOT","PC_POP","A","2018",62.0576242967729,
"FRA","WKGPOP","TOT","PC_POP","A","2019",61.8229467246081,
"DEU","WKGPOP","TOT","PC_POP","A","2011",65.8445923518811,
"DEU","WKGPOP","TOT","PC_POP","A","2012",65.9471971105401,
"DEU","WKGPOP","TOT","PC_POP","A","2013",65.9663400131972,
"DEU","WKGPOP","TOT","PC_POP","A","2014",65.8749301315056,
"DEU","WKGPOP","TOT","PC_POP","A","2015",65.74913723924,
"DEU","WKGPOP","TOT","PC_POP","A","2016",65.5491857433664,
"DEU","WKGPOP","TOT","PC_POP","A","2017",65.2541575426159,
"DEU","WKGPOP","TOT","PC_POP","A","2018",64.9868703979992,
"DEU","WKGPOP","TOT","PC_POP","A","2019",64.7044205599228,
"GRC","WKGPOP","TOT","PC_POP","A","2011",65.8686525767904,
"GRC","WKGPOP","TOT","PC_POP","A","2012",65.4599316795548,
"GRC","WKGPOP","TOT","PC_POP","A","2013",65.0621889651168,
"GRC","WKGPOP","TOT","PC_POP","A","2014",64.7203030732854,
"GRC","WKGPOP","TOT","PC_POP","A","2015",64.4363264994178,
"GRC","WKGPOP","TOT","PC_POP","A","2016",64.16088358111,
"GRC","WKGPOP","TOT","PC_POP","A","2017",63.9169332715556,
"GRC","WKGPOP","TOT","PC_POP","A","2018",63.7227930591211,
"GRC","WKGPOP","TOT","PC_POP","A","2019",63.5591625267311,
"HUN","WKGPOP","TOT","PC_POP","A","2011",68.6481757283792,
"HUN","WKGPOP","TOT","PC_POP","A","2012",68.5054399213577,
"HUN","WKGPOP","TOT","PC_POP","A","2013",68.2092629769709,
"HUN","WKGPOP","TOT","PC_POP","A","2014",67.8251260380363,
"HUN","WKGPOP","TOT","PC_POP","A","2015",67.4264466462292,
"HUN","WKGPOP","TOT","PC_POP","A","2016",67.0261419727235,
"HUN","WKGPOP","TOT","PC_POP","A","2017",66.6684171149296,
"HUN","WKGPOP","TOT","PC_POP","A","2018",66.3161396485891,
"HUN","WKGPOP","TOT","PC_POP","A","2019",65.8419148959252,
"ISL","WKGPOP","TOT","PC_POP","A","2011",66.7146273952936,
"ISL","WKGPOP","TOT","PC_POP","A","2012",66.5200188324504,
"ISL","WKGPOP","TOT","PC_POP","A","2013",66.3337070635002,
"ISL","WKGPOP","TOT","PC_POP","A","2014",66.187812901866,
"ISL","WKGPOP","TOT","PC_POP","A","2015",66.1206463977172,
"ISL","WKGPOP","TOT","PC_POP","A","2016",66.1836123242953,
"ISL","WKGPOP","TOT","PC_POP","A","2017",66.4177822300007,
"ISL","WKGPOP","TOT","PC_POP","A","2018",66.6955846247186,
"ISL","WKGPOP","TOT","PC_POP","A","2019",66.8228135279206,
"IRL","WKGPOP","TOT","PC_POP","A","2011",67.0313459039872,
"IRL","WKGPOP","TOT","PC_POP","A","2012",66.5175347873401,
"IRL","WKGPOP","TOT","PC_POP","A","2013",66.1276897649647,
"IRL","WKGPOP","TOT","PC_POP","A","2014",65.8374664186815,
"IRL","WKGPOP","TOT","PC_POP","A","2015",65.6133053826891,
"IRL","WKGPOP","TOT","PC_POP","A","2016",65.4964124586964,
"IRL","WKGPOP","TOT","PC_POP","A","2017",65.4271370414962,
"IRL","WKGPOP","TOT","PC_POP","A","2018",65.3677412978959,
"IRL","WKGPOP","TOT","PC_POP","A","2019",65.3518361083703,
"ITA","WKGPOP","TOT","PC_POP","A","2011",65.3089857597711,
"ITA","WKGPOP","TOT","PC_POP","A","2012",65.0031317678553,
"ITA","WKGPOP","TOT","PC_POP","A","2013",64.7240773651298,
"ITA","WKGPOP","TOT","PC_POP","A","2014",64.4556343735223,
"ITA","WKGPOP","TOT","PC_POP","A","2015",64.2608379311972,
"ITA","WKGPOP","TOT","PC_POP","A","2016",64.1341893117916,
"ITA","WKGPOP","TOT","PC_POP","A","2017",64.0469739686779,
"ITA","WKGPOP","TOT","PC_POP","A","2018",63.9821931600828,
"ITA","WKGPOP","TOT","PC_POP","A","2019",63.8771046135536,
"JPN","WKGPOP","TOT","PC_POP","A","2011",63.6483984692895,
"JPN","WKGPOP","TOT","PC_POP","A","2012",62.8752264325054,
"JPN","WKGPOP","TOT","PC_POP","A","2013",62.0673705522588,
"JPN","WKGPOP","TOT","PC_POP","A","2014",61.2599669200387,
"JPN","WKGPOP","TOT","PC_POP","A","2015",60.806257567927,
"JPN","WKGPOP","TOT","PC_POP","A","2016",60.3168061278926,
"JPN","WKGPOP","TOT","PC_POP","A","2017",59.9515090854663,
"JPN","WKGPOP","TOT","PC_POP","A","2018",59.6716881052818,
"JPN","WKGPOP","TOT","PC_POP","A","2019",59.501891890101,
"KOR","WKGPOP","TOT","PC_POP","A","2011",73.3930045510873,
"KOR","WKGPOP","TOT","PC_POP","A","2012",73.4183285357429,
"KOR","WKGPOP","TOT","PC_POP","A","2013",73.3983928618064,
"KOR","WKGPOP","TOT","PC_POP","A","2014",73.4153552847686,
"KOR","WKGPOP","TOT","PC_POP","A","2015",73.3978925823446,
"KOR","WKGPOP","TOT","PC_POP","A","2016",73.4044703166983,
"KOR","WKGPOP","TOT","PC_POP","A","2017",73.1506427009696,
"KOR","WKGPOP","TOT","PC_POP","A","2018",72.9462141039118,
"KOR","WKGPOP","TOT","PC_POP","A","2019",72.6942713253285,
"LUX","WKGPOP","TOT","PC_POP","A","2011",68.7115487382102,
"LUX","WKGPOP","TOT","PC_POP","A","2012",68.9680046407208,
"LUX","WKGPOP","TOT","PC_POP","A","2013",69.0612818804545,
"LUX","WKGPOP","TOT","PC_POP","A","2014",69.1261535585506,
"LUX","WKGPOP","TOT","PC_POP","A","2015",69.2386829469545,
"LUX","WKGPOP","TOT","PC_POP","A","2016",69.4153316685491,
"LUX","WKGPOP","TOT","PC_POP","A","2017",69.5318251257259,
"LUX","WKGPOP","TOT","PC_POP","A","2018",69.547824656633,
"LUX","WKGPOP","TOT","PC_POP","A","2019",69.5322441988184,
"MEX","WKGPOP","TOT","PC_POP","A","2011",64.6290844665617,
"MEX","WKGPOP","TOT","PC_POP","A","2012",64.9166922291547,
"MEX","WKGPOP","TOT","PC_POP","A","2013",65.1799578551759,
"MEX","WKGPOP","TOT","PC_POP","A","2014",65.4239687062172,
"MEX","WKGPOP","TOT","PC_POP","A","2015",65.6526850919423,
"MEX","WKGPOP","TOT","PC_POP","A","2016",65.867767035965,
"MEX","WKGPOP","TOT","PC_POP","A","2017",66.0645633847209,
"MEX","WKGPOP","TOT","PC_POP","A","2018",66.2465175223658,
"MEX","WKGPOP","TOT","PC_POP","A","2019",66.4148621576609,
"NLD","WKGPOP","TOT","PC_POP","A","2011",66.7075878295394,
"NLD","WKGPOP","TOT","PC_POP","A","2012",66.2329901892353,
"NLD","WKGPOP","TOT","PC_POP","A","2013",65.8680538405647,
"NLD","WKGPOP","TOT","PC_POP","A","2014",65.5978639322318,
"NLD","WKGPOP","TOT","PC_POP","A","2015",65.4076449571058,
"NLD","WKGPOP","TOT","PC_POP","A","2016",65.2780858884927,
"NLD","WKGPOP","TOT","PC_POP","A","2017",65.1422790863154,
"NLD","WKGPOP","TOT","PC_POP","A","2018",65.0190852608071,
"NLD","WKGPOP","TOT","PC_POP","A","2019",64.910443868264,
"NZL","WKGPOP","TOT","PC_POP","A","2011",65.9949817518248,
"NZL","WKGPOP","TOT","PC_POP","A","2012",65.6793176198362,
"NZL","WKGPOP","TOT","PC_POP","A","2013",65.449674703406,
"NZL","WKGPOP","TOT","PC_POP","A","2014",65.4537805823093,
"NZL","WKGPOP","TOT","PC_POP","A","2015",65.5829392111772,
"NZL","WKGPOP","TOT","PC_POP","A","2016",65.7075581765342,
"NZL","WKGPOP","TOT","PC_POP","A","2017",65.7082017616753,
"NZL","WKGPOP","TOT","PC_POP","A","2018",65.6905276904869,
"NZL","WKGPOP","TOT","PC_POP","A","2019",65.539243251928,
"NOR","WKGPOP","TOT","PC_POP","A","2011",66.126815003728,
"NOR","WKGPOP","TOT","PC_POP","A","2012",66.030330528154,
"NOR","WKGPOP","TOT","PC_POP","A","2013",65.9321900778537,
"NOR","WKGPOP","TOT","PC_POP","A","2014",65.8380158005165,
"NOR","WKGPOP","TOT","PC_POP","A","2015",65.743488600354,
"NOR","WKGPOP","TOT","PC_POP","A","2016",65.6085041075966,
"NOR","WKGPOP","TOT","PC_POP","A","2017",65.4357760568812,
"NOR","WKGPOP","TOT","PC_POP","A","2018",65.2746767832925,
"NOR","WKGPOP","TOT","PC_POP","A","2019",65.1662626757865,
"POL","WKGPOP","TOT","PC_POP","A","2011",71.221037817123,
"POL","WKGPOP","TOT","PC_POP","A","2012",70.903551685509,
"POL","WKGPOP","TOT","PC_POP","A","2013",70.5100820219085,
"POL","WKGPOP","TOT","PC_POP","A","2014",70.0206062489884,
"POL","WKGPOP","TOT","PC_POP","A","2015",69.506071267045,
"POL","WKGPOP","TOT","PC_POP","A","2016",68.9105124497847,
"POL","WKGPOP","TOT","PC_POP","A","2017",68.2442451587938,
"POL","WKGPOP","TOT","PC_POP","A","2018",67.553187986017,
"POL","WKGPOP","TOT","PC_POP","A","2019",66.894569847985,
"PRT","WKGPOP","TOT","PC_POP","A","2011",66.1278679035624,
"PRT","WKGPOP","TOT","PC_POP","A","2012",65.9369490378055,
"PRT","WKGPOP","TOT","PC_POP","A","2013",65.6961766881397,
"PRT","WKGPOP","TOT","PC_POP","A","2014",65.4501369884218,
"PRT","WKGPOP","TOT","PC_POP","A","2015",65.2586831762964,
"PRT","WKGPOP","TOT","PC_POP","A","2016",65.0344006748761,
"PRT","WKGPOP","TOT","PC_POP","A","2017",64.7766278652078,
"PRT","WKGPOP","TOT","PC_POP","A","2018",64.5610309085474,
"PRT","WKGPOP","TOT","PC_POP","A","2019",64.3738450008521,
"SVK","WKGPOP","TOT","PC_POP","A","2011",71.9060555899691,
"SVK","WKGPOP","TOT","PC_POP","A","2012",71.6690962813488,
"SVK","WKGPOP","TOT","PC_POP","A","2013",71.3224101152835,
"SVK","WKGPOP","TOT","PC_POP","A","2014",70.9325977748328,
"SVK","WKGPOP","TOT","PC_POP","A","2015",70.4723744909128,
"SVK","WKGPOP","TOT","PC_POP","A","2016",69.8859513727035,
"SVK","WKGPOP","TOT","PC_POP","A","2017",69.210328701766,
"SVK","WKGPOP","TOT","PC_POP","A","2018",68.5417533196965,
"SVK","WKGPOP","TOT","PC_POP","A","2019",67.902808633504,
"ESP","WKGPOP","TOT","PC_POP","A","2011",67.7077263590022,
"ESP","WKGPOP","TOT","PC_POP","A","2012",67.3657133733377,
"ESP","WKGPOP","TOT","PC_POP","A","2013",66.9133841658905,
"ESP","WKGPOP","TOT","PC_POP","A","2014",66.5048007729955,
"ESP","WKGPOP","TOT","PC_POP","A","2015",66.2592442872786,
"ESP","WKGPOP","TOT","PC_POP","A","2016",66.0756453289841,
"ESP","WKGPOP","TOT","PC_POP","A","2017",65.9188905803337,
"ESP","WKGPOP","TOT","PC_POP","A","2018",65.8485682945003,
"ESP","WKGPOP","TOT","PC_POP","A","2019",65.8794186427795,
"SWE","WKGPOP","TOT","PC_POP","A","2011",64.7000132074449,
"SWE","WKGPOP","TOT","PC_POP","A","2012",64.2356502456725,
"SWE","WKGPOP","TOT","PC_POP","A","2013",63.7595160355211,
"SWE","WKGPOP","TOT","PC_POP","A","2014",63.3191678514208,
"SWE","WKGPOP","TOT","PC_POP","A","2015",62.9597589921527,
"SWE","WKGPOP","TOT","PC_POP","A","2016",62.702006210568,
"SWE","WKGPOP","TOT","PC_POP","A","2017",62.5228543915877,
"SWE","WKGPOP","TOT","PC_POP","A","2018",62.3778662170775,
"SWE","WKGPOP","TOT","PC_POP","A","2019",62.2739930622846,
"CHE","WKGPOP","TOT","PC_POP","A","2011",67.896525906944,
"CHE","WKGPOP","TOT","PC_POP","A","2012",67.7434183237648,
"CHE","WKGPOP","TOT","PC_POP","A","2013",67.5854883695172,
"CHE","WKGPOP","TOT","PC_POP","A","2014",67.4209386997557,
"CHE","WKGPOP","TOT","PC_POP","A","2015",67.2655189958271,
"CHE","WKGPOP","TOT","PC_POP","A","2016",67.0986013456528,
"CHE","WKGPOP","TOT","PC_POP","A","2017",66.8861338261021,
"CHE","WKGPOP","TOT","PC_POP","A","2018",66.6417322238152,
"CHE","WKGPOP","TOT","PC_POP","A","2019",66.4048054407553,
"TUR","WKGPOP","TOT","PC_POP","A","2011",67.2721381685905,
"TUR","WKGPOP","TOT","PC_POP","A","2012",67.4652889792938,
"TUR","WKGPOP","TOT","PC_POP","A","2013",67.6413465453175,
"TUR","WKGPOP","TOT","PC_POP","A","2014",67.7405506529809,
"TUR","WKGPOP","TOT","PC_POP","A","2015",67.7589906877259,
"TUR","WKGPOP","TOT","PC_POP","A","2016",67.8607100073235,
"TUR","WKGPOP","TOT","PC_POP","A","2017",67.933986237894,
"TUR","WKGPOP","TOT","PC_POP","A","2018",67.8778984333464,
"TUR","WKGPOP","TOT","PC_POP","A","2019",67.8287907664386,
"GBR","WKGPOP","TOT","PC_POP","A","2011",65.9092366778965,
"GBR","WKGPOP","TOT","PC_POP","A","2012",65.380024151939,
"GBR","WKGPOP","TOT","PC_POP","A","2013",64.9967614401064,
"GBR","WKGPOP","TOT","PC_POP","A","2014",64.681900724668,
"GBR","WKGPOP","TOT","PC_POP","A","2015",64.4571587844663,
"GBR","WKGPOP","TOT","PC_POP","A","2016",64.216887525714,
"GBR","WKGPOP","TOT","PC_POP","A","2017",63.9660622618374,
"GBR","WKGPOP","TOT","PC_POP","A","2018",63.7588565158262,
"GBR","WKGPOP","TOT","PC_POP","A","2019",63.5672076361375,
"USA","WKGPOP","TOT","PC_POP","A","2011",67.094655765785,
"USA","WKGPOP","TOT","PC_POP","A","2012",66.7833421672422,
"USA","WKGPOP","TOT","PC_POP","A","2013",66.550618006653,
"USA","WKGPOP","TOT","PC_POP","A","2014",66.3176992125186,
"USA","WKGPOP","TOT","PC_POP","A","2015",66.1138776284869,
"USA","WKGPOP","TOT","PC_POP","A","2016",65.8807149513891,
"USA","WKGPOP","TOT","PC_POP","A","2017",65.6232512725187,
"USA","WKGPOP","TOT","PC_POP","A","2018",65.3547436173457,
"USA","WKGPOP","TOT","PC_POP","A","2019",65.0808953150857,
"CHL","WKGPOP","TOT","PC_POP","A","2011",68.6872307134761,
"CHL","WKGPOP","TOT","PC_POP","A","2012",68.7859442814515,
"CHL","WKGPOP","TOT","PC_POP","A","2013",68.8461870841662,
"CHL","WKGPOP","TOT","PC_POP","A","2014",68.875858975376,
"CHL","WKGPOP","TOT","PC_POP","A","2015",68.8276270610291,
"CHL","WKGPOP","TOT","PC_POP","A","2016",68.7431989183552,
"CHL","WKGPOP","TOT","PC_POP","A","2017",68.725566246337,
"CHL","WKGPOP","TOT","PC_POP","A","2018",68.741888941122,
"CHL","WKGPOP","TOT","PC_POP","A","2019",68.7322632454671,
"COL","WKGPOP","TOT","PC_POP","A","2011",64.9925101967981,
"COL","WKGPOP","TOT","PC_POP","A","2012",65.2599770515637,
"COL","WKGPOP","TOT","PC_POP","A","2013",65.4879962557741,
"COL","WKGPOP","TOT","PC_POP","A","2014",65.6756386410774,
"COL","WKGPOP","TOT","PC_POP","A","2015",65.8292230600722,
"COL","WKGPOP","TOT","PC_POP","A","2016",65.9352374064438,
"COL","WKGPOP","TOT","PC_POP","A","2017",66.0153151016028,
"COL","WKGPOP","TOT","PC_POP","A","2018",66.0690160018493,
"COL","WKGPOP","TOT","PC_POP","A","2019",66.1000437562847,
"EST","WKGPOP","TOT","PC_POP","A","2011",66.990950243288,
"EST","WKGPOP","TOT","PC_POP","A","2012",66.5421230577548,
"EST","WKGPOP","TOT","PC_POP","A","2013",66.0590274484692,
"EST","WKGPOP","TOT","PC_POP","A","2014",65.5486879490622,
"EST","WKGPOP","TOT","PC_POP","A","2015",65.0954505069192,
"EST","WKGPOP","TOT","PC_POP","A","2016",64.6656381337447,
"EST","WKGPOP","TOT","PC_POP","A","2017",64.2589404456104,
"EST","WKGPOP","TOT","PC_POP","A","2018",63.9600386390989,
"EST","WKGPOP","TOT","PC_POP","A","2019",63.6668663870581,
"ISR","WKGPOP","TOT","PC_POP","A","2011",61.8064490707499,
"ISR","WKGPOP","TOT","PC_POP","A","2012",61.5535504912759,
"ISR","WKGPOP","TOT","PC_POP","A","2013",61.2555611693891,
"ISR","WKGPOP","TOT","PC_POP","A","2014",61.0174729553336,
"ISR","WKGPOP","TOT","PC_POP","A","2015",60.7701605305586,
"ISR","WKGPOP","TOT","PC_POP","A","2016",60.5165171251282,
"ISR","WKGPOP","TOT","PC_POP","A","2017",60.2777396494633,
"ISR","WKGPOP","TOT","PC_POP","A","2018",60.0976903135105,
"ISR","WKGPOP","TOT","PC_POP","A","2019",59.9745968632648,
"SVN","WKGPOP","TOT","PC_POP","A","2011",69.1429362103507,
"SVN","WKGPOP","TOT","PC_POP","A","2012",68.6706752349652,
"SVN","WKGPOP","TOT","PC_POP","A","2013",68.183063200969,
"SVN","WKGPOP","TOT","PC_POP","A","2014",67.6478192181597,
"SVN","WKGPOP","TOT","PC_POP","A","2015",67.0537260606366,
"SVN","WKGPOP","TOT","PC_POP","A","2016",66.4306638614387,
"SVN","WKGPOP","TOT","PC_POP","A","2017",65.8635024085732,
"SVN","WKGPOP","TOT","PC_POP","A","2018",65.2586169416198,
"SVN","WKGPOP","TOT","PC_POP","A","2019",64.8982678491942,
"OECD","WKGPOP","TOT","PC_POP","A","2011",66.5533649081345,
"OECD","WKGPOP","TOT","PC_POP","A","2012",66.3265834495875,
"OECD","WKGPOP","TOT","PC_POP","A","2013",66.1064070674605,
"OECD","WKGPOP","TOT","PC_POP","A","2014",65.8802434772174,
"OECD","WKGPOP","TOT","PC_POP","A","2015",65.7055134970275,
"OECD","WKGPOP","TOT","PC_POP","A","2016",65.5243884877711,
"OECD","WKGPOP","TOT","PC_POP","A","2017",65.335188580638,
"OECD","WKGPOP","TOT","PC_POP","A","2018",65.1577641991146,
"OECD","WKGPOP","TOT","PC_POP","A","2019",64.9913887949694,
"LVA","WKGPOP","TOT","PC_POP","A","2011",67.2917546644916,
"LVA","WKGPOP","TOT","PC_POP","A","2012",66.9716328372472,
"LVA","WKGPOP","TOT","PC_POP","A","2013",66.5093779485424,
"LVA","WKGPOP","TOT","PC_POP","A","2014",65.9241091692434,
"LVA","WKGPOP","TOT","PC_POP","A","2015",65.3700108671302,
"LVA","WKGPOP","TOT","PC_POP","A","2016",64.8299213844101,
"LVA","WKGPOP","TOT","PC_POP","A","2017",64.3287903134874,
"LVA","WKGPOP","TOT","PC_POP","A","2018",63.9833538297088,
"LVA","WKGPOP","TOT","PC_POP","A","2019",63.6680137065752,
"CRI","WKGPOP","TOT","PC_POP","A","2011",68.7773632780644,
"CRI","WKGPOP","TOT","PC_POP","A","2012",69.0546188223858,
"CRI","WKGPOP","TOT","PC_POP","A","2013",69.2636611244369,
"CRI","WKGPOP","TOT","PC_POP","A","2014",69.4322703565922,
"CRI","WKGPOP","TOT","PC_POP","A","2015",69.6138998830074,
"CRI","WKGPOP","TOT","PC_POP","A","2016",69.7230539991934,
"CRI","WKGPOP","TOT","PC_POP","A","2017",69.71549913695,
"CRI","WKGPOP","TOT","PC_POP","A","2018",69.6017800864777,
"CRI","WKGPOP","TOT","PC_POP","A","2019",69.5172271357925,
"LTU","WKGPOP","TOT","PC_POP","A","2011",67.1888059881398,
"LTU","WKGPOP","TOT","PC_POP","A","2012",67.09629546823,
"LTU","WKGPOP","TOT","PC_POP","A","2013",67.0079917124485,
"LTU","WKGPOP","TOT","PC_POP","A","2014",66.8287314748568,
"LTU","WKGPOP","TOT","PC_POP","A","2015",66.5247574105617,
"LTU","WKGPOP","TOT","PC_POP","A","2016",66.1011967642807,
"LTU","WKGPOP","TOT","PC_POP","A","2017",65.6068558951039,
"LTU","WKGPOP","TOT","PC_POP","A","2018",65.2430216084648,
"LTU","WKGPOP","TOT","PC_POP","A","2019",65.0527265146459,
