"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2013",-0.74,
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2014",2.28,
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2015",4.07,
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2016",0.83,
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2017",0.1,
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2018",1.52,
"MEX","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.22,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2011",-0.3,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2012",-0.72,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2013",-1.33,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2014",1.18,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2015",1.18,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2016",1.68,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2017",0.4,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2018",2.17,
"NLD","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.11,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2011",3.1,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2012",3.1,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2013",2.77,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2014",1.25,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2015",4.15,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2016",-2.18,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2017",1.3,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2018",0.58,
"NOR","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.57,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2011",0.37,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2012",0.78,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2013",1.35,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2014",3.12,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2015",4.24,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2016",5.66,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2017",3.14,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2018",3.26,
"POL","HHDI","GROSS","PC_CHGPPCAP","A","2019",5.23,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2011",-3.55,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2012",-4.05,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2013",-1.1,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2014",0.04,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2015",2.95,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2016",3.09,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2017",1.8,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2018",2.89,
"PRT","HHDI","GROSS","PC_CHGPPCAP","A","2019",3.74,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2011",-2.07,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2012",-7.18,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2013",-0.94,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2014",0.21,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2015",4.16,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2016",2.44,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2017",1.45,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2018",0.97,
"ESP","HHDI","GROSS","PC_CHGPPCAP","A","2019",3.12,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2011",2.75,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2012",3.28,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2013",1.02,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2014",1.13,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2015",1.73,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2016",2.35,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2017",0.64,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2018",0.97,
"SWE","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.2,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2011",-2.61,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2012",1.84,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2013",1.07,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2014",1.13,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2015",5.67,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2016",-0.3,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2017",0.28,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2018",2.21,
"GBR","HHDI","GROSS","PC_CHGPPCAP","A","2019",0.81,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2011",1.3,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2012",2.47,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2013",-1.73,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2014",3.01,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2015",3.01,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2016",1.14,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2017",2.08,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2018",2.72,
"USA","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.72,
"CHL","HHDI","GROSS","PC_CHGPPCAP","A","2014",0.15,
"CHL","HHDI","GROSS","PC_CHGPPCAP","A","2015",-0.34,
"CHL","HHDI","GROSS","PC_CHGPPCAP","A","2016",3.56,
"CHL","HHDI","GROSS","PC_CHGPPCAP","A","2017",-0.41,
"CHL","HHDI","GROSS","PC_CHGPPCAP","A","2018",2.27,
"CHL","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.49,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2011",0.04,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2012",-4.14,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2013",-2.15,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2014",1.38,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2015",2.31,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2016",4.67,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2017",3.1,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2018",3.89,
"SVN","HHDI","GROSS","PC_CHGPPCAP","A","2019",3.78,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2011",0.58,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2012",0.9,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2013",0.13,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2014",1.67,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2015",2.41,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2016",1.21,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2017",1.69,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2018",2.2,
"OECD","HHDI","GROSS","PC_CHGPPCAP","A","2019",1.49,
